code,num
C1072,679.7575
C1128,1472.4266666666667
C1456,602.3244444444446
C1840,569.8525
C1332,1076.86
C1563,1263.0554545454545
C1794,904.86
C1640,396.15
C1377,350.066
C2072,297.4325
C1472,509.23199999999997
C1006,213.20629629629624
C1083,416.26399999999995
C1311,301.35375000000005
C2676,179.87956521739144
C2318,291.15999999999997
C1603,379.5325
C2523,342.56333333333333
C2177,195.32360000000008
C2411,847.2
C2033,164.43920000000008
C1604,434.705
C2535,512.935
C1040,486.18
C2417,425.485
C1812,121.265925925926
C2253,104.8132258064516
C1294,445.09666666666664
C1772,389.49666666666667
C2646,454.575
C1152,1011.4766666666668
C2423,163.32999999999998
C1844,472.97666666666663
C1318,259.71
C1729,87.15879999999997
C1602,297.39
C1239,438.11
C1721,492.905
C1902,744.94
C1855,342.68499999999995
C2600,474.79400000000004
C1071,380.99799999999993
C2295,461.608
C1621,545.1342857142856
C1852,714.0255555555555
C2555,862.284
C1297,451.15599999999995
C2323,573.6
C2215,452.47749999999996
C2112,358.53666666666663
C1830,672.6122222222223
C2602,290.4375
C2608,930.08875
C1215,697.7616666666667
C2369,571.4449999999999
C1158,294.94666666666666
C1887,499.7758333333333
C1189,309.255
C1637,393.325
C1225,157.26333333333332
C2374,414.905
C2397,558.81
C1105,908.2149999999999
C1782,432.784
C1629,144.58333333333334
C1708,330.81
C2144,678.3071428571428
C1617,1112.5025
C1149,549.6899999999999
C1323,519.5842857142858
C1064,738.9060000000001
C1019,346.29999999999995
C2269,598.391
C1416,804.0899999999999
C1250,873.9116666666665
C1741,465.55333333333334
C1016,706.7375
C2436,628.07
C2039,903.3616666666667
C1253,915.09
C2028,1025.538
C1166,301.62
C1135,236.02250000000004
C1216,336.2
C1593,270.76
C1826,270.9866666666667
C1827,435.032
C1564,279.15000000000003
C1495,1141.032
C2653,831.29
C1392,577.975
C2128,326.9725
C1282,676.0466666666667
C1521,992.4266666666667
C2076,928.2866666666665
C1060,581.2014285714286
C2473,1032.9400000000003
C2557,653.1557142857143
C1835,924.0285714285714
C2224,638.98
C2222,426.69571428571436
C2430,777.3366666666667
C2497,433.41749999999996
C1494,786.4766666666666
C1457,517.7633333333333
C1525,1073.4776470588235
C1712,514.4683333333334
C2267,1012.292
C1623,300.935
C2131,552.2566666666667
C2691,1369.6599999999999
C1147,859.5342857142857
C1692,1170.4500000000003
C1570,1035.3725
C1474,131.7175
C1633,169.27
C2113,476.65625
C2175,796.1583333333333
C2303,1412.8183333333334
C2547,491.4333333333334
C2292,880.9739999999999
C1496,627.3433333333334
C1289,430.2900000000001
C1849,723.798
C1003,336.29375
C2268,442.4536363636364
C2551,508.6233333333333
C2688,58.47333333333333
C1030,57.57
C2451,538.625
C1749,463.41333333333336
C1349,268.71428571428567
C2043,306.6871428571429
C1229,301.0675
C2363,436.635
C1414,395.0
C2174,489.92600000000004
C2091,142.418
C1841,111.296
C2404,130.4618181818182
C1683,250.2825
C1038,374.7083333333333
C2456,219.1125
C1266,537.242
C2152,43.870000000000005
C1267,428.1809090909091
C2189,288.58
C2675,0
C2335,0
C1327,0
