code,num
C1072,519.6698827341933
C1128,688.8916095938062
C1456,481.5949941907803
C1840,474.26205269353045
C1332,672.8155455421429
C1563,863.7540606820729
C1794,687.4814285366427
C1640,457.33988000756915
C1377,439.5715986873098
C2072,406.5733619496853
C1472,461.5704231790595
C1006,731.4790775201421
C1083,427.4440415957042
C1311,415.03444829266584
C2676,1032.411715118819
C2318,425.4697881156754
C1603,476.8003785964246
C2523,411.6500137554737
C2177,658.1496625476431
C2411,578.3334147121923
C2033,701.8652753197094
C1604,457.62191621900183
C2535,464.39078529338633
C1040,486.9536822080014
C2417,446.3404677616943
C1812,594.9735511867207
C2253,634.4586207872974
C1294,506.97825321972226
C1772,446.90454018455966
C2646,471.72372679063625
C1152,673.9436903878736
C2423,365.39607508051284
C1844,481.877030402213
C1318,395.0098772809451
C1729,483.851283882242
C1602,422.08535357848314
C1239,447.46861260742503
C1721,494.00458749381863
C1902,583.4100665179808
C1855,425.1877519042427
C2600,459.314133487598
C1071,455.9296989504057
C2295,446.90454018455966
C1621,474.26205269353056
C1852,560.2830971805005
C2555,713.7107961998827
C1297,433.64883824722335
C2323,477.0824148078573
C2215,446.90454018455966
C2112,413.3422310240698
C1830,558.3088437004716
C2602,405.4452171039545
C2608,627.9717879243454
C1215,549.8477573574909
C2369,492.0303340137898
C1158,380.9080667093106
C1887,532.9255846715296
C1189,393.5996962237816
C1637,455.08359031610763
C1225,364.2679302347821
C2374,415.5985207155313
C2397,464.10874908195365
C1105,601.4603840496728
C1782,448.87879366458844
C1629,370.4727268863012
C1708,399.24042045243544
C2144,540.5405623802121
C1617,591.3070804380959
C1149,456.7758075847038
C1323,448.8787936645885
C1064,582.5639578836826
C1019,397.5482031838393
C2269,481.31295797934763
C1416,574.3849077521346
C1250,583.6921027294134
C1741,416.4446293498293
C1016,488.3638632651648
C2436,506.6962170082896
C2039,582.28192167225
C1253,549.5657211460583
C2028,664.3544591991622
C1166,408.2655792182814
C1135,375.8314149035223
C1216,397.2661669724066
C1593,400.65060150959886
C1826,387.1128633608298
C1827,451.13508335605
C1564,406.855398161118
C1495,638.4071277473549
C2653,554.9244091632793
C1392,530.9513311915007
C2128,401.4967101438969
C1282,517.131556831299
C1521,705.8137822797672
C2076,697.6347321482194
C1060,492.8764426480879
C2473,630.5101138272395
C2557,578.8974871350575
C1835,605.9729634325957
C2224,539.9764899573468
C2222,435.62309172725224
C2430,500.7734565682031
C2497,444.6482504930982
C1494,512.3369412369433
C1457,514.5932309284049
C1525,682.4047767308542
C1712,514.8752671398375
C2267,642.9197071302779
C1623,390.49729789802205
C2131,458.75006106473256
C2691,522.7722810599528
C1147,624.0232809642877
C1692,699.0449132053828
C1570,667.4568575249218
C1474,360.6014594861571
C1633,357.2170249489648
C2113,586.2304286323077
C2175,474.8261251163958
C2303,578.615450923625
C2547,483.56924767080915
C2292,562.5393868719618
C1496,466.36503877341516
C1289,442.95603322450205
C1849,604.2807461639997
C1003,442.3919608016367
C2268,560.8471696033657
C2551,497.10698581957826
C2688,349.3200110288496
C1030,328.16729517139805
C2451,418.4188828298582
C1749,546.1812866088659
C1349,438.1614176301464
C2043,439.2895624758771
C1229,434.77698309295414
C2363,550.6938659917888
C1414,553.2321918946831
C2174,576.0771250207308
C2091,349.3200110288496
C1841,335.21820045721523
C2404,367.3703285605416
C1683,399.52245666386807
C1038,463.26264044765554
C2456,405.4452171039545
C1266,475.1081613278285
C2152,340.85892468586894
C1267,497.389022031011
C2189,414.7524120812333
C2675,0
C2335,0
C1327,0
