code,num
C1072,679.5239280783164
C1128,1263.5918131358083
C1456,607.8223937366806
C1840,562.6161866382329
C1332,1147.721852119228
C1563,1545.6000765258993
C1794,903.3059791805458
C1640,351.39447903987764
C1377,399.7826392181973
C2072,311.4282166278737
C1472,509.60309828051334
C1006,146.37276262030784
C1083,343.55632365303046
C1311,272.9465448349174
C2676,235.14659064497505
C2318,186.03762685675903
C1603,500.6133087953525
C2523,322.852904836064
C2177,219.86758642295436
C2411,683.0511665707775
C2033,155.01745523767792
C1604,449.05517163722425
C2535,501.9384198237138
C1040,480.3952521645719
C2417,367.0209159439156
C1812,128.8958286650841
C2253,91.21840127875477
C1294,394.51652516442977
C1772,345.19096278966873
C2646,383.67107723523026
C1152,897.1893707936401
C2423,113.25712579831222
C1844,539.7998366660355
C1318,187.40605325455326
C1729,84.78787241118737
C1602,279.43552928846367
C1239,411.77718772825204
C1721,546.9255373577042
C1902,821.9028186440429
C1855,310.0748077369172
C2600,503.30987776134015
C1071,384.6243393476163
C2295,452.8354474186044
C1621,563.0820723832682
C1852,719.6917392279668
C2555,831.4500040743267
C1297,464.6995153827793
C2323,598.0959795844626
C2215,416.3239906917064
C2112,391.5156137028013
C1830,717.3175879662557
C2602,297.28944853575325
C2608,908.2063513709506
C1215,698.0323740190992
C2369,586.9006457413144
C1158,299.7863185350241
C1887,489.1852290577363
C1189,299.44985654292026
C1637,366.20260606913524
C1225,142.48795137512116
C2374,412.15270976464905
C2397,560.3534795413171
C1105,743.1948962445548
C1782,415.00216044089865
C1629,63.22526944434744
C1708,298.66019896404975
C2144,676.9263665069748
C1617,1050.5304783251413
C1149,580.9030679213481
C1323,536.1592024805906
C1064,777.1533350123512
C1019,308.1528945993198
C2269,623.2988494253202
C1416,783.4575033926623
C1250,770.6619611133501
C1741,399.1933421739125
C1016,702.2695689522432
C2436,509.32292584279355
C2039,871.3080517624094
C1253,899.2911598580504
C2028,929.2373522135258
C1166,289.6599736292201
C1135,212.28008276665085
C1216,328.7994521379824
C1593,216.42136712925654
C1826,254.95252056443124
C1827,443.5690938429001
C1564,267.5823682182922
C1495,1116.5411598401581
C2653,852.1422015568011
C1392,498.82690847888006
C2128,332.64867556992465
C1282,658.6073665694377
C1521,1021.0290508149135
C2076,903.418490883077
C1060,570.8045291842257
C2473,950.232085949594
C2557,642.6291638511779
C1835,921.4670381042623
C2224,459.6935953584474
C2222,418.20199340822245
C2430,776.77039139487
C2497,251.9752272053549
C1494,834.733552714174
C1457,495.6651360759611
C1525,1046.3901318634194
C1712,499.9284857159205
C2267,1016.6415414774798
C1623,303.077758914947
C2131,557.5166504306214
C2691,1300.140868128384
C1147,661.5122275166931
C1692,995.9422791822406
C1570,969.2039179201097
C1474,128.045952013556
C1633,183.5837425277097
C2113,459.88381230968685
C2175,853.7874732379486
C2303,1335.5050816002724
C2547,520.4949285827876
C2292,867.9952589858306
C1496,628.0770898109273
C1289,434.8660870147366
C1849,745.976062054453
C1003,309.80112591869147
C2268,435.1591739920464
C2551,458.62457329470413
C2688,34.77771987563793
C1030,22.06022745482647
C2451,552.5485999811522
C1749,461.7227982619505
C1349,238.83049298797044
C2043,213.4715719201452
C1229,231.84252654154088
C2363,460.5505152134613
C1414,403.4701319293708
C2174,438.3489570604382
C2091,137.78116652926985
C1841,68.29442606172265
C2404,133.7397519306178
C1683,187.1552479008628
C1038,323.41151940896646
C2456,253.160172146023
C1266,422.5862144094429
C2152,25.924306709839257
C1267,399.12108490091583
C2189,251.99586204208197
C2675,0
C2335,0
C1327,0
