code,num
C1072,627.7524999999999
C1128,1220.3444444444444
C1456,647.8655555555556
C1840,531.6875
C1332,1108.59375
C1563,1584.63
C1794,945.9316666666667
C1640,375.7525
C1377,382.11
C2072,315.27750000000003
C1472,506.74399999999997
C1006,191.54592592592593
C1083,440.45799999999997
C1311,321.96500000000003
C2676,181.83630434782603
C2318,278.305
C1603,305.8525
C2523,259.8233333333333
C2177,209.36160000000004
C2411,716.8599999999999
C2033,151.3600000000001
C1604,507.03
C2535,500.875
C1040,503.24
C2417,338.145
C1812,109.73962962962962
C2253,127.19741935483877
C1294,478.46333333333337
C1772,310.7933333333333
C2646,574.905
C1152,928.7866666666667
C2423,165.02499999999998
C1844,320.87333333333333
C1318,206.21333333333334
C1729,88.68560000000001
C1602,289.425
C1239,407.1
C1721,520.3983333333333
C1902,822.6825000000001
C1855,336.0475
C2600,494.76800000000003
C1071,424.034
C2295,409.29
C1621,453.1385714285714
C1852,782.6377777777777
C2555,942.092
C1297,419.654
C2323,556.77125
C2215,435.7675
C2112,388.79833333333335
C1830,799.2966666666666
C2602,290.145
C2608,965.9224999999999
C1215,711.39
C2369,556.86
C1158,286.6666666666667
C1887,365.07916666666665
C1189,321.51625
C1637,335.375
C1225,179.5566666666667
C2374,426.8433333333333
C2397,572.34
C1105,1057.8740000000003
C1782,418.712
C1629,131.8
C1708,247.50444444444443
C2144,742.4328571428571
C1617,1115.9150000000002
C1149,530.26
C1323,444.58714285714285
C1064,732.896
C1019,368.23
C2269,546.405
C1416,819.2
C1250,439.9966666666667
C1741,433.76
C1016,779.7925
C2675,828.7337500000001
C2436,656.7160000000001
C2039,857.3516666666668
C1253,844.5100000000001
C2028,1000.7980000000001
C1166,291.26
C1135,246.32000000000002
C1216,372.29333333333335
C1593,165.45499999999998
C1826,271.2266666666667
C1827,417.34399999999994
C1564,249.89714285714285
C1495,1080.504
C2653,807.7275
C1392,496.88333333333327
C2128,299.7875
C1282,568.6583333333333
C1521,865.4866666666666
C2076,1049.1816666666668
C1060,495.5785714285715
C2473,1157.8583333333333
C2557,716.0257142857143
C1835,987.3314285714288
C2224,670.62
C2222,435.4414285714285
C2430,664.695
C2497,457.72249999999997
C1494,855.3366666666667
C1457,498.47
C1525,1253.9352941176471
C1712,527.0716666666667
C2267,1084.7930000000001
C1623,279.135
C2131,540.4966666666667
C2691,1065.1766666666665
C1147,850.327142857143
C1692,952.46
C1570,1033.1025
C1474,141.9375
C1633,127.58666666666666
C2113,531.365
C2175,874.8033333333333
C2303,1341.2533333333333
C2547,515.015
C2292,875.576
C1496,633.3466666666667
C1289,414.48199999999997
C1849,729.5880000000001
C1003,316.5825
C2268,434.6718181818182
C2551,689.6966666666666
C2688,48.281666666666666
C1030,45.71333333333333
C1327,96.52499999999999
C2451,553.8399999999999
C1749,506.93777777777785
C1349,231.2514285714286
C2043,265.53714285714284
C1229,246.605
C2363,427.05166666666673
C1414,392.3385714285714
C2174,463.8740000000001
C2091,128.506
C2335,688.895
C1841,79.02199999999999
C2404,146.10045454545454
C1683,283.65749999999997
C1038,335.17
C2456,234.29500000000002
C1266,501.746
C2152,36.959999999999994
C1267,451.40000000000003
C2189,236.88
