code,num
C1072,692.89
C1128,1437.158888888889
C1456,543.1977777777778
C1840,588.46
C1332,1019.1775
C1563,1348.6254545454549
C1794,921.2133333333335
C1640,381.21500000000003
C1377,377.59000000000003
C2072,330.43999999999994
C1472,495.15999999999997
C1006,308.0429629629631
C1083,367.256
C1311,321.29625
C2676,194.70999999999995
C2318,308.385
C1603,389.1375
C2523,366.74
C2177,217.1419999999999
C2411,791.4959999999999
C2033,162.64199999999994
C1604,476.855
C2535,513.0899999999999
C1040,522.865
C2417,402.815
C1812,122.39444444444442
C2253,102.59999999999994
C1294,419.9533333333333
C1772,361.07666666666665
C2646,456.40999999999997
C1152,1102.0566666666666
C2423,163.34
C1844,461.01
C1318,294.49
C1729,83.66000000000003
C1602,278.43
C1239,457.15000000000003
C1721,539.9883333333333
C1902,786.83875
C1855,336.34499999999997
C2600,485.474
C1071,428.412
C2295,482.18199999999996
C1621,530.7742857142857
C1852,728.2
C2555,874.7939999999999
C1297,444.75199999999995
C2323,568.3412500000001
C2215,413.4
C2112,408.385
C1830,707.8366666666666
C2602,289.39750000000004
C2608,882.2287500000002
C1215,715.5033333333334
C2369,585.4549999999999
C1158,299.8533333333333
C1887,489.99083333333334
C1189,322.8575
C1637,391.1766666666667
C1225,154.65
C2374,419.54
C2397,546.5533333333334
C1105,960.244
C1782,431.96999999999997
C1629,124.43666666666667
C1708,349.30333333333334
C2144,687.4142857142857
C1617,1075.3475
C1149,544.024
C1323,460.97999999999996
C1064,763.764
C1019,332.08
C2269,606.6580000000001
C1416,837.0314285714285
C1250,859.61
C1741,399.27666666666664
C1016,707.32
C2436,574.4019999999999
C2039,937.8266666666667
C1253,865.1283333333334
C2028,1002.18
C1166,301.94
C1135,222.82625
C1216,336.1933333333333
C1593,229.04500000000002
C1826,260.45666666666665
C1827,460.95
C1564,269.99571428571426
C1495,1128.634
C2653,842.2325000000001
C1392,520.8983333333333
C2128,329.10249999999996
C1282,680.1933333333333
C1521,984.0255555555555
C2076,999.9316666666667
C1060,571.2028571428572
C2473,1036.9766666666667
C2557,735.0257142857143
C1835,929.4228571428572
C2224,546.2249999999999
C2222,423.9614285714285
C2430,801.7700000000001
C2497,410.75750000000005
C1494,815.0099999999999
C1457,502.48333333333335
C1525,1081.2488235294115
C1712,511.52666666666664
C2267,1138.778
C1623,306.2883333333333
C2131,544.9066666666668
C2691,1328.1433333333334
C1147,818.2885714285715
C1692,1073.27
C1570,1066.8225
C1474,129.95499999999998
C1633,189.49
C2113,459.665
C2175,874.8883333333333
C2303,1456.87
C2547,468.9883333333333
C2292,861.086
C1496,613.68
C1289,418.95799999999997
C1849,737.3539999999999
C1003,326.76125
C2268,422.400909090909
C2551,520.4266666666667
C2688,65.36
C1030,33.71
C2451,560.6625
C1749,462.9866666666667
C1349,264.89285714285717
C2043,295.94571428571425
C1229,261.99125
C2363,467.8516666666667
C1414,375.7528571428571
C2174,450.668
C2091,143.754
C1841,99.296
C2404,134.37954545454542
C1683,207.48125
C1038,382.4266666666667
C2456,237.7825
C1266,548.874
C2152,31.34
C1267,453.23454545454547
C2189,283.83000000000004
C2675,0
C2335,0
C1327,0
